Long,Lat
126.3139942,33.305787
126.3139938,33.3057864
126.3139933,33.305786
126.313993,33.3057855
126.3139926,33.305785
126.3139922,33.3057845
126.3139918,33.3057842
126.3139914,33.3057837
126.3139911,33.3057833
126.3139908,33.305783
126.3139904,33.3057825
126.31399,33.3057821
126.3139897,33.3057819
126.3139893,33.3057815
126.313989,33.3057811
126.3139887,33.3057808
126.3139884,33.3057804
126.313988,33.3057801
126.3139874,33.3057795
126.313987,33.3057791
126.3139867,33.3057788
126.3139863,33.3057784
126.3139859,33.3057781
126.3139856,33.3057777
126.3139853,33.3057773
126.3139851,33.3057768
126.3139848,33.3057764
126.3139845,33.3057758
126.3139841,33.3057753
126.3139836,33.3057748
126.3139833,33.3057742
126.3139828,33.3057736
126.3139825,33.3057729
126.3139823,33.3057721
126.313982,33.3057714
126.3139818,33.3057706
126.3139815,33.3057698
126.3139812,33.305769
126.3139807,33.3057682
126.3139803,33.3057675
126.3139799,33.3057666
126.3139796,33.3057656
126.3139794,33.3057647
126.3139794,33.3057638
126.3139793,33.3057627
126.3139793,33.3057617
126.3139791,33.3057607
126.3139788,33.3057596
126.3139787,33.3057585
126.3139785,33.3057575
126.3139783,33.3057563
126.3139786,33.3057551
126.3139787,33.305754
126.3139786,33.3057528
126.3139784,33.3057515
126.3139784,33.3057502
126.3139784,33.3057489
126.3139784,33.3057476
126.3139783,33.3057462
126.3139783,33.3057447
126.3139784,33.3057432
126.3139782,33.3057418
126.3139779,33.3057404
126.3139776,33.305739
126.3139774,33.3057375
126.313977,33.305736
126.3139765,33.3057346
126.3139761,33.3057331
126.3139755,33.3057318
126.313975,33.3057304
126.3139745,33.3057291
126.3139738,33.3057278
126.3139731,33.3057265
126.3139723,33.3057252
126.3139715,33.3057241
126.3139707,33.3057228
126.3139697,33.3057217
126.3139688,33.3057206
126.313968,33.3057193
126.3139671,33.3057181
126.3139661,33.305717
126.3139652,33.3057158
126.3139642,33.3057146
126.3139631,33.3057136
126.3139622,33.3057126
126.3139611,33.3057114
126.31396,33.3057103
126.313959,33.3057093
126.3139583,33.3057079
126.3139578,33.3057065
126.3139572,33.3057051
126.3139568,33.3057038
126.3139562,33.3057024
126.3139555,33.3057011
126.313955,33.3056997
126.3139544,33.3056983
126.3139538,33.305697
126.3139535,33.3056955
126.3139533,33.3056941
126.313953,33.3056926
126.3139524,33.3056912
126.3139521,33.3056897
126.3139516,33.3056883
126.313951,33.305687
126.3139505,33.3056856
126.3139499,33.3056842
126.3139494,33.3056828
126.3139488,33.3056814
126.3139485,33.3056799
126.3139481,33.3056785
126.3139477,33.3056771
126.3139473,33.3056757
126.313947,33.3056742
126.3139467,33.3056728
126.3139463,33.3056714
126.3139461,33.3056699
126.3139459,33.3056684
126.3139456,33.3056669
126.3139455,33.3056654
126.3139453,33.3056641
126.3139452,33.3056626
126.313945,33.3056612
